"name","neighbourhood_group","neighbourhood","room_type","price"
"Trendy Brownstone Duplex Long stays J/A/C train","Brooklyn","Bedford-Stuyvesant","Entire home/apt",686
"Spacious DUMBO Loft on the water w/ Bridge views","Brooklyn","DUMBO","Entire home/apt",385
"Airy Studio in BedStuy/Clinton Hill with Backyard!","Brooklyn","Bedford-Stuyvesant","Entire home/apt",79
"Charming one bed in Upper East Side","Manhattan","Upper East Side","Entire home/apt",150
"Cozy Apartment In Inwood!","Manhattan","Inwood","Entire home/apt",83
"Beautiful, Spacious 4 BR Brooklyn Brownstone","Brooklyn","South Slope","Entire home/apt",606
"Clean Chinatown Studio","Manhattan","Chinatown","Entire home/apt",154
"Entire private studio in New York","Manhattan","Hell's Kitchen","Entire home/apt",175
"*LARGE PRIVATE ROOM WITH A LARGE WINDOW*","Queens","Elmhurst","Private room",58
"Elevated Hell's Kitchen Living","Manhattan","Hell's Kitchen","Private room",85
"Sunny 1 BR Brooklyn Loft Apartment","Brooklyn","Clinton Hill","Entire home/apt",170
"The Cribo","Manhattan","Hell's Kitchen","Entire home/apt",599
"Private suite in Manhattan duplex + outdoor space","Manhattan","East Village","Private room",200
"Beautiful room in Prime Greenpoint","Brooklyn","Greenpoint","Private room",55
"Midtown 2B/2BTH w large living room","Manhattan","Midtown","Entire home/apt",400
"New 4BR 2nd Flr Manhattan Apartment near 6 Train","Manhattan","Harlem","Entire home/apt",187
"LOOK! Attached single family","Staten Island","Clifton","Entire home/apt",75
"Apartment in Tribeca, NYC Panoramic VIEWS~","Manhattan","Tribeca","Entire home/apt",250
"Solace in South Slope!","Brooklyn","Sunset Park","Private room",45
"Sunny, spacious, bedroom for rent","Brooklyn","Bushwick","Private room",45
"1-bedroom apartment in Williamsburg, Brooklyn","Brooklyn","Williamsburg","Entire home/apt",145
"Great Harlem room","Manhattan","Harlem","Private room",60
"Spacious duplex in East Williamsburg","Brooklyn","Williamsburg","Private room",199
"Hamilton Heights sun filled spacious master BR","Manhattan","Harlem","Private room",49
"(G)Clean & Private Studio in NYC","Queens","Fresh Meadows","Private room",42
"NYC Queen bed smart tv Netflix Bedroom  available","Queens","Corona","Private room",55
"Gorgeous Two Story Brownstone in Clinton Hill","Brooklyn","Bedford-Stuyvesant","Entire home/apt",325
"Cozy Studio in an Amazing Location","Manhattan","East Village","Entire home/apt",139
"Private Guest Loft in a Sunny Etsy-Lovers Apt","Brooklyn","Williamsburg","Private room",124
"Best in Bk 20min to Manhtn & 5min to Williamsburg","Brooklyn","Greenpoint","Entire home/apt",75
"Scandinavian Serenity Loft","Brooklyn","Williamsburg","Entire home/apt",150
"Charming two-bedroom suite in Rockaway Beach","Queens","Belle Harbor","Entire home/apt",200
"Studio in Upper East Side Manhattan","Manhattan","Upper East Side","Entire home/apt",128
"“Mi casa es tu casa” “My home is your home” NYC","Queens","Fresh Meadows","Entire home/apt",110
"Comfort! Budget!  Private Bathroom! Near FP!","Queens","Flushing","Private room",54
"Cyprus Hill Garden Apartment with Central Air","Brooklyn","Cypress Hills","Entire home/apt",130
"Chris' Cozy Cave!","Queens","Ditmars Steinway","Entire home/apt",95
"Cozy Downtown 1BR Apartment - Best Location in NYC","Manhattan","Greenwich Village","Entire home/apt",200
"Brooklyn Loft","Brooklyn","Cypress Hills","Private room",65
"Sunny, Artsy Brooklyn Room","Brooklyn","Crown Heights","Private room",75
"UWS. Beautiful 1brm apartment w/ king size bed","Manhattan","Upper West Side","Entire home/apt",179
"Private Guest Room - 30min from NYC","Queens","East Elmhurst","Private room",650
"Quiet Huge 2 rooms","Manhattan","Tribeca","Entire home/apt",165
"Private Bushwick Room Near Many Trains COZY","Brooklyn","Bushwick","Private room",25
"Large furnished bedroom in Bronx","Bronx","Longwood","Private room",1000
"Spacious & Sophisticated in Chelsea","Manhattan","Chelsea","Entire home/apt",550
"Cozy spot off L train - 20min>City","Brooklyn","Bushwick","Private room",75
"Spacious Bedroom in Unique Williamsburg","Brooklyn","Williamsburg","Private room",85
"Sunny Apt in Williamsburg Brooklyn","Brooklyn","Williamsburg","Entire home/apt",100
"Superior Studio with Balcony","Brooklyn","Bay Ridge","Entire home/apt",97
"Fort Greene Sanctuary","Brooklyn","Clinton Hill","Entire home/apt",125
"East Village Penthouse With Rooftop","Manhattan","East Village","Private room",100
"Clean Safe Apartment  Kitchen, Wifi  Parking +more","Brooklyn","Sheepshead Bay","Entire home/apt",159
"Cozy 1br apartment, 25 min away from Manhattan","Queens","Ditmars Steinway","Entire home/apt",90
"Spacious Comfortable Quiet Duplex in Park Slope","Brooklyn","South Slope","Entire home/apt",125
"Todo esta cercano , trasportación y comida","Manhattan","East Harlem","Private room",55
"Spacious 2BR Family Friendly Apt","Queens","Long Island City","Entire home/apt",180
"BRIGHT AND HUGE ROOM - BED STY BK","Brooklyn","Bushwick","Private room",100
"Upper West Side, NYC","Manhattan","Morningside Heights","Entire home/apt",100
"PERFECT 1 BR, Elevator, BEST Area!!","Manhattan","West Village","Entire home/apt",267
"Private Room Available in Manhattan, NYC","Manhattan","East Harlem","Private room",82
"Local hosts. Luxurious room few blocks to Q train","Brooklyn","Midwood","Private room",70
"Cute Studio in Trendy Neighborhood","Brooklyn","Clinton Hill","Entire home/apt",73
"Large Bedroom Great Views, L.E.S","Manhattan","Lower East Side","Private room",70
"The Gem","Manhattan","Harlem","Private room",100
"2bdr / 1.5 Bath Duplex in the heart of Chelsea","Manhattan","Chelsea","Entire home/apt",200
"Beautiful 1bed w/ 2 workstations ideal for WFH","Manhattan","East Village","Entire home/apt",200
"Spacious Upper East Side  one bedroom apartment!","Manhattan","Upper East Side","Entire home/apt",234
"Private room in two floor apartment w/ back yard","Brooklyn","Bushwick","Private room",40
"Unfurnished Full Private Room in Ridgewood Home","Queens","Ridgewood","Private room",50
"Precautions You Didn't Think Of? By Prospect Park!","Brooklyn","Prospect-Lefferts Gardens","Private room",55
"Sunny and spacious apartment in Brooklyn","Brooklyn","Greenpoint","Private room",80
"Loft Apartment in Williamsburg","Brooklyn","Williamsburg","Entire home/apt",180
"Private Room in AMAZING Loft-Near everything!","Brooklyn","Greenpoint","Private room",81
"Sunny Chelsea Oasis","Manhattan","Chelsea","Entire home/apt",188
"Private Room in a Quaint 2bd/1ba w/ TERRACE!!!","Manhattan","East Village","Private room",157
"Sofa bed for FEMALE only on the Lower East Side","Manhattan","Chinatown","Shared room",60
"1 bedroom Gem in Harlem","Manhattan","Harlem","Entire home/apt",100
"Brighton Beach Studio with balcony walk to Ocean","Brooklyn","Brighton Beach","Entire home/apt",80
"Manhattan Furnished Room near Central Park, Subway","Manhattan","East Harlem","Private room",45
"Sunny Jungle Duplex w/Private Roof, work from home","Brooklyn","Bedford-Stuyvesant","Entire home/apt",245
"Sunnyside 2BR entire apt -minutes to Manhattan!","Queens","Long Island City","Entire home/apt",95
"LIGHTFILLED ONE BEDROOM LOFT","Brooklyn","Bedford-Stuyvesant","Entire home/apt",198
"3 Double rooms at loft in the heart of Bushwick","Brooklyn","Bushwick","Private room",302
"Beautiful garden access apartment","Brooklyn","Bushwick","Entire home/apt",100
"Manhattan Central Location Clean Big ENTIRE Studio","Manhattan","East Village","Entire home/apt",75
"1BR apartment one block from Columbia U and subway","Manhattan","Morningside Heights","Entire home/apt",129
"DELIGHTFUL PRIVATE ROOM- BY 3 METROS- WILLIAMSBURG","Brooklyn","Williamsburg","Private room",70
"Spacious Perfect Upper East Side Room!!","Manhattan","Upper East Side","Private room",60
"new apartment close to LGA,JFK,Manhattan","Queens","Maspeth","Entire home/apt",149
"Bright 2 BR in high rise with private balcony","Manhattan","Murray Hill","Entire home/apt",221
"Bridge View, Designer Brick & Timber Loft","Brooklyn","Williamsburg","Entire home/apt",199
"High-end 1Bed/1Bath with top-notch Amenities","Manhattan","Hell's Kitchen","Entire home/apt",314
"Condo w/ Balcony UES nr Lex subway","Manhattan","Upper East Side","Entire home/apt",450
"STUDIO Condo in luxurious Wyndham Midtown 45 NYC","Manhattan","Midtown","Private room",799
"Private bedroom with half bathroom.","Queens","Elmhurst","Private room",72
"Hamilton Heights Sunny Studio, Manhattan","Manhattan","Harlem","Entire home/apt",115
"LOVELY PENTHOUSE APARTMENT","Manhattan","Upper East Side","Private room",100
"Comfortable room close to train 30 min to Times Sq","Manhattan","Harlem","Private room",75
"Peaceful Living","Queens","Springfield Gardens","Entire home/apt",180
"Location Location!! 1 bed apt","Manhattan","West Village","Entire home/apt",139
"Beautiful Bed-Stuy Brownstone w/ Outdoor Oasis","Brooklyn","Bedford-Stuyvesant","Entire home/apt",242
"NYC 1 train straight to Times Sq from  Riverdale!!","Bronx","Fieldston","Private room",119
"Full size bed with drawer space!","Manhattan","Harlem","Private room",35
"Private Bedroom in Queens at St. John's University","Queens","Jamaica Estates","Private room",45
"Spacious Fabulous Harlem 1 bedroom","Manhattan","Harlem","Entire home/apt",130
"MONTE CARLO Room in house w/ Pool - SELF CHECK IN","Queens","Howard Beach","Private room",50
"Nice room to rent at Midtown Manhattan","Manhattan","Midtown","Private room",95
"The Melo Place","Brooklyn","Canarsie","Entire home/apt",90
"Private Brooklyn Bedroom in Brownstone Near Subway","Brooklyn","Bedford-Stuyvesant","Private room",29
"Awesome Hells Kitchen Apt!","Manhattan","Hell's Kitchen","Entire home/apt",150
"Fully Furnished, sunny 2BR 1BA Summer sublet!","Brooklyn","Kensington","Entire home/apt",85
"Spacious private bedroom 1 stop to Manhattan","Manhattan","Roosevelt Island","Private room",67
"Adorable West Village One-Bedroom","Manhattan","West Village","Entire home/apt",125
"Bright Open 2BR In Charming Greenwich Village","Manhattan","Greenwich Village","Entire home/apt",300
"Sunny plant-filled Park Slope apt","Brooklyn","South Slope","Private room",70
"Upper East Side + 2 queen size bed","Manhattan","Upper East Side","Entire home/apt",250
"Spacious family house in quiet section of Brooklyn","Brooklyn","Sheepshead Bay","Entire home/apt",75
"Comfy couch","Brooklyn","East Flatbush","Shared room",40
"Hell’s Kitchen Studio Bed luxurious","Manhattan","Hell's Kitchen","Entire home/apt",282
"Super Luxury Upper East Side STUDIO ~W&D in unit~","Manhattan","Upper East Side","Entire home/apt",199
"Private studio apartment","Brooklyn","Bushwick","Entire home/apt",89
"Empire Aparment","Brooklyn","Bedford-Stuyvesant","Entire home/apt",143
"Spacious one bedroom apartment","Brooklyn","Williamsburg","Entire home/apt",70
"Comfortable & Perfect location by Subway!","Brooklyn","Clinton Hill","Entire home/apt",172
"Charming Studio Near Central Park!","Manhattan","Upper West Side","Entire home/apt",150
"Fun and Whimsical UWS Garden Home","Manhattan","Upper West Side","Entire home/apt",550
"Spacious Bushwick 1 bedroom 3 blocks from L Train","Brooklyn","Bushwick","Entire home/apt",308
"Williamsburg 1 Bedroom w/ Balcony City Escape!","Brooklyn","Williamsburg","Entire home/apt",280
"Modern Large Brooklyn Apartment","Brooklyn","Bushwick","Entire home/apt",200
"NEW Designer award private BR near G train","Brooklyn","Bedford-Stuyvesant","Private room",51
"Modern 2-bedroom apartment near subway and parks","Queens","Astoria","Entire home/apt",120
"Entire 2Br apt near Times Sq & Javis Centre","Manhattan","Hell's Kitchen","Entire home/apt",138
"Appartement simple et efficace","Brooklyn","Columbia St","Entire home/apt",150
"Beautiful private one bedroom October special","Manhattan","Inwood","Entire home/apt",125
"Private room in Bedstuy Brooklyn!","Brooklyn","Bedford-Stuyvesant","Private room",30
"One bedroom with private roof","Brooklyn","Bushwick","Entire home/apt",100
"Quiet 2BR In Residential Area; Desks + Monitors!","Brooklyn","Greenpoint","Entire home/apt",96
"Cozy Studio Duplex","Brooklyn","East New York","Entire home/apt",90
"Bushwick Bedroom","Brooklyn","Bushwick","Private room",32
"BROOKLYN Quiet Den","Brooklyn","Canarsie","Private room",30
"Sunny room in spacious Williamsburg Loft!","Brooklyn","Williamsburg","Private room",65
"Private Studio in Times Square","Manhattan","Hell's Kitchen","Entire home/apt",100
"Cozy Shared Room in East Midtown 2","Manhattan","Midtown","Shared room",65
"1BD Eclectic Modern Contemporary in Williamsburg","Brooklyn","Williamsburg","Private room",85
"High-rise stylish studio with amazing view","Brooklyn","Fort Greene","Entire home/apt",220
"Central Park west. Big Cozy Room","Manhattan","Upper West Side","Private room",90
"Dapper W.Village Studio w/Doorman, close to subway by Blueground","Manhattan","West Village","Entire home/apt",283
"Back to Life - Summer in Brooklyn’s E. Stuyvesant","Brooklyn","Bedford-Stuyvesant","Entire home/apt",70
"Darian Place","Manhattan","East Harlem","Private room",83
"Huge room, sunlight, plants, books","Brooklyn","Williamsburg","Private room",60
"Harlem, NY Boutique Condominium (New Construction)","Manhattan","Harlem","Entire home/apt",414
"Sunny 2 bedroom Apt (Chelsea)","Manhattan","Chelsea","Entire home/apt",250
"Modern Clinton Hill Gem in a Classic Brownstone","Brooklyn","Clinton Hill","Private room",40
"sunny 3 bedrooms flat in Manhattan !","Manhattan","Hell's Kitchen","Entire home/apt",257
"Comfortable Room with Private Bath - 15 min to JFK","Queens","Cambria Heights","Private room",35
"Safe, Clean, Quiet, Reasonably Priced","Brooklyn","Sheepshead Bay","Private room",31
"Clean Sharing Room at Center of Manhattan","Manhattan","Murray Hill","Shared room",34
"New York hospitality","Bronx","Belmont","Private room",250
"Bright One Bedroom Apt 10 minutes to Manhattan","Queens","Astoria","Entire home/apt",90
"Rare apartment located in Heart of Harlem!","Manhattan","Harlem","Private room",79
"1st Floor, Room # 6 (12' x 14')","Brooklyn","East New York","Private room",40
"Cozy bedroom in the heart of Bushwick","Brooklyn","Bushwick","Private room",55
"Long Island City Luxury for Less","Queens","Long Island City","Entire home/apt",150
"Modern Spacious Room in Loft with Rooftop","Queens","Ridgewood","Private room",60
"Quiet private room for 1 or 2 people","Queens","Ridgewood","Private room",45
"Smart Studio in Heart of West Village w/ Doorman by Blueground","Manhattan","West Village","Entire home/apt",407
"Relaxful Large Studio","Brooklyn","Bedford-Stuyvesant","Entire home/apt",89
"LIC Luxurious 1 Bedroom with Expansive View","Queens","Long Island City","Entire home/apt",90
"Beautiful cosy room in a Luxury Building","Brooklyn","Bedford-Stuyvesant","Private room",77
"Large NYC 2 bedroom APT - Steps from Central Park","Manhattan","Upper West Side","Entire home/apt",110
"Relaxing, White Room in Upper Manhattan w/ rooftop","Manhattan","Harlem","Private room",68
"Private Bedroom in LES/East Village","Manhattan","East Village","Private room",89
"Studio Loft","Brooklyn","Greenpoint","Entire home/apt",263
"Sunny beautiful home Audubon Distr","Manhattan","Washington Heights","Entire home/apt",200
"Fort Greene Studio with gardened backyard","Brooklyn","Fort Greene","Entire home/apt",90
"Couch with memory foam topper for one in Brooklyn","Brooklyn","Crown Heights","Shared room",48
"Charming, private 1BR garden apt","Manhattan","Harlem","Entire home/apt",150
"Sun-drenched, 3 bedroom in Greenpoint/Williamsburg","Brooklyn","Greenpoint","Entire home/apt",255
"Bright Twin Room | All inclusive Coliving","Brooklyn","Bedford-Stuyvesant","Shared room",29
"3 Bedroom apt with tons of light and outdoor space","Brooklyn","Park Slope","Entire home/apt",226
"Brand new apt in heart of Midtown!","Manhattan","Hell's Kitchen","Entire home/apt",280
"Cozy&Sunny North Manhattan Duplex","Manhattan","Inwood","Entire home/apt",160
